model	sampleSize	binLeft	binRight	count	expected	chiSq	chiP	ksD	ksP	pitL1	nScored	nZeroed
ccd0	300	0.150000	0.200000	578	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.200000	0.250000	626	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.250000	0.300000	641	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.300000	0.350000	734	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.350000	0.400000	710	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.400000	0.450000	765	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.450000	0.500000	878	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.500000	0.550000	879	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.550000	0.600000	978	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.600000	0.650000	1001	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.650000	0.700000	1124	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.700000	0.750000	1219	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.750000	0.800000	1457	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.800000	0.850000	1632	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.850000	0.900000	2064	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.900000	0.950000	2612	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	300	0.950000	1.000000	7274	1331.350000	32342.027679	0.00000	0.315105	1.39560e-10	0.629605	26627	3373
ccd0	1000	0.000000	0.050000	1524	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.050000	0.100000	1767	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.100000	0.150000	1938	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.150000	0.200000	2022	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.200000	0.250000	2107	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.250000	0.300000	2239	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.300000	0.350000	2402	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.350000	0.400000	2665	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.400000	0.450000	2709	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.450000	0.500000	2790	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.500000	0.550000	3129	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.550000	0.600000	3365	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.600000	0.650000	3555	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.650000	0.700000	4007	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.700000	0.750000	4379	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.750000	0.800000	4721	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.800000	0.850000	5686	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.850000	0.900000	6904	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.900000	0.950000	9209	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	1000	0.950000	1.000000	28408	4776.300000	137672.030274	0.00000	0.326646	3.97582e-10	0.651169	95526	4474
ccd0	3000	0.000000	0.050000	4718	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.050000	0.100000	5252	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.100000	0.150000	5931	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.150000	0.200000	6156	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.200000	0.250000	6485	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.250000	0.300000	6923	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.300000	0.350000	7233	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.350000	0.400000	7876	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.400000	0.450000	8222	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.450000	0.500000	8578	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.500000	0.550000	9521	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.550000	0.600000	10235	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.600000	0.650000	10809	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.650000	0.700000	11757	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.700000	0.750000	12992	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.750000	0.800000	14639	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.800000	0.850000	17203	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.850000	0.900000	20658	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.900000	0.950000	28427	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
ccd0	3000	0.950000	1.000000	90955	14728.500000	459450.532980	0.00000	0.334363	7.96156e-10	0.667610	294570	5430
